"Plot","Species","Cover"
418,"Veronica chamaedrys",1
418,"Viola cornuta",5
419,"Cardamine hirsuta",5
419,"Cardamine impatiens",1
419,"Galium aparine",1
419,"Galium mollugo",1
419,"Geranium lucidum",37.5
419,"Geranium robertianum",15
419,"Sonchus asper",5
419,"Valerianella locusta",15
420,"Anthoxanthum odoratum",37.5
420,"Arrhenatherum elatius",5
420,"Briza media",5
420,"Centaurea decipiens",15
420,"Crepis vesicaria",5
420,"Cynosurus cristatus",15
420,"Dactylis glomerata",5
420,"Daucus carota",5
420,"Festuca nigrescens",15
420,"Galium album",15
420,"Gaudinia fragilis",5
420,"Geranium columbinum",5
420,"Holcus lanatus",37.5
420,"Jacobaea vulgaris",1
420,"Lathyrus pratensis",15
420,"Leucanthemum vulgare",5
420,"Lotus corniculatus",5
420,"Malva moschata",1
420,"Picris hieracioides",1
420,"Plantago lanceolata",5
420,"Poa trivialis",15
420,"Potentilla reptans",5
420,"Prunella vulgaris",1
420,"Ranunculus acris",15
420,"Rhinanthus mediterraneus",15
420,"Rumex acetosa",5
420,"Schedonorus arundinaceus",5
420,"Silene flos-cuculi",1
420,"Taraxacum officinale",5
420,"Trifolium patens",5
420,"Trifolium pratense",5
420,"Trisetum flavescens",15
420,"Veronica chamaedrys",5
421,"Anacamptis pyramidalis",5
421,"Anthoxanthum odoratum",15
421,"Arrhenatherum elatius",37.5
421,"Briza media",1
421,"Bromus hordeaceus",15
421,"Carex flacca",5
421,"Centaurea decipiens",15
421,"Cynosurus cristatus",1
421,"Dactylis glomerata",5
421,"Daucus carota",37.5
421,"Festuca nigrescens",5
421,"Galium verum",5
421,"Jacobaea vulgaris",5
421,"Leucanthemum vulgare",5
421,"Linum usitatissimum",5
421,"Lotus corniculatus",5
421,"Malva moschata",1
421,"Onobrychis viciifolia",5
421,"Orobanche gracilis",5
421,"Plantago lanceolata",15
421,"Poa trivialis",5
421,"Rhinanthus mediterraneus",37.5
421,"Sanguisorba minor",5
421,"Scabiosa columbaria",5
421,"Serapias vomeracea",5
421,"Tragopogon pratensis",1
421,"Trifolium campestre",5
421,"Trifolium pratense",5
421,"Trifolium repens",5
421,"Trisetum flavescens",15
422,"Agrostis capillaris",15
422,"Anthoxanthum odoratum",15
422,"Centaurea decipiens",5
422,"Crepis capillaris",5
422,"Cynosurus cristatus",5
422,"Dactylis glomerata",5
422,"Daucus carota",15
422,"Festuca nigrescens",5
422,"Holcus lanatus",15
422,"Hypericum perforatum",1
422,"Lathyrus pratensis",1
422,"Leontodon hispidus",15
422,"Linum usitatissimum",1
422,"Lolium perenne",5
422,"Lotus corniculatus",5
422,"Malva moschata",1
422,"Pimpinella saxifraga",1
422,"Plantago lanceolata",37.5
422,"Polygala vulgaris",1
422,"Ranunculus acris",5
422,"Rhinanthus mediterraneus",15
422,"Rumex acetosa",5
422,"Sanguisorba officinalis",5
422,"Scabiosa columbaria",1
422,"Stachys officinalis",1
422,"Trifolium dubium",5
422,"Trifolium pratense",15
422,"Trisetum flavescens",5
422,"Veronica chamaedrys",1
423,"Agrostis capillaris",15
423,"Anthoxanthum odoratum",5
423,"Anthriscus sylvestris",1
423,"Arrhenatherum elatius",15
423,"Bromus hordeaceus",15
423,"Centaurea decipiens",15
423,"Cerastium fontanum",1
423,"Crepis capillaris",5
423,"Cynosurus cristatus",5
423,"Dactylis glomerata",15
423,"Festuca nigrescens",1
423,"Galium mollugo",5
423,"Holcus lanatus",15
423,"Lathyrus pratensis",1
423,"Leontodon hispidus",5
423,"Leucanthemum vulgare",1
423,"Lolium perenne",5
423,"Phleum pratense",5
423,"Picris hieracioides",1
423,"Plantago lanceolata",5
423,"Poa pratensis",1
423,"Poa trivialis",5
423,"Ranunculus acris",5
423,"Rhinanthus mediterraneus",5
423,"Rumex acetosa",1
423,"Rumex crispus",1
423,"Schedonorus arundinaceus",37.5
423,"Stellaria graminea",15
423,"Taraxacum officinale",5
423,"Tragopogon pratensis",1
423,"Trifolium pratense",15
423,"Trifolium repens",15
423,"Trisetum flavescens",37.5
423,"Veronica chamaedrys",1
424,"Agrostis capillaris",5
424,"Anthoxanthum odoratum",5
424,"Anthriscus sylvestris",62.5
424,"Arrhenatherum elatius",15
424,"Bromus hordeaceus",5
424,"Cerastium fontanum",1
424,"Crepis capillaris",1
424,"Cruciata laevipes",5
424,"Dactylis glomerata",15
424,"Galium mollugo",37.5
424,"Geranium pyrenaicum",1
424,"Holcus lanatus",37.5
424,"Lathyrus pratensis",15
424,"Leontodon hispidus",1
424,"Lolium perenne",37.5
424,"Picris hieracioides",5
424,"Plantago lanceolata",1
424,"Poa trivialis",15
424,"Ranunculus acris",1
424,"Rhinanthus mediterraneus",1
424,"Schedonorus arundinaceus",5
424,"Stellaria graminea",15
424,"Taraxacum officinale",5
424,"Tragopogon pratensis",5
424,"Trifolium pratense",5
424,"Trifolium repens",5
424,"Veronica chamaedrys",5
424,"Vicia cracca",5
425,"Anthoxanthum odoratum",5
425,"Arrhenatherum elatius",62.5
425,"Cerastium fontanum",5
425,"Crepis capillaris",1
425,"Dactylis glomerata",15
425,"Filipendula ulmaria",1
425,"Galium mollugo",15
425,"Holcus lanatus",15
425,"Lathyrus pratensis",5
425,"Lolium perenne",15
425,"Picris hieracioides",5
425,"Plantago lanceolata",15
425,"Poa trivialis",37.5
425,"Ranunculus acris",5
425,"Ranunculus repens",15
425,"Rhinanthus mediterraneus",1
425,"Rumex acetosa",5
425,"Stellaria graminea",5
425,"Taraxacum officinale",5
425,"Tragopogon pratensis",5
425,"Trifolium pratense",15
425,"Trifolium repens",5
425,"Trisetum flavescens",1
425,"Vicia cracca",1
426,"Alchemilla fallax",5
426,"Anthoxanthum odoratum",37.5
426,"Briza media",5
426,"Centaurea decipiens",5
426,"Cerastium fontanum",5
426,"Cynosurus cristatus",37.5
426,"Dactylis glomerata",5
426,"Euphrasia sp.",15
426,"Festuca nigrescens",62.5
426,"Galium verum",5
426,"Gentianella campestris",1
426,"Holcus lanatus",1
426,"Hypochaeris radicata",5
426,"Leontodon hispidus",15
426,"Leucanthemum vulgare",5
426,"Linum catharticum",5
426,"Lolium perenne",5
426,"Lotus corniculatus",5
426,"Phyteuma sp.",1
426,"Pimpinella saxifraga",5
426,"Plantago lanceolata",5
426,"Ranunculus acris",15
426,"Rhinanthus mediterraneus",15
426,"Rumex acetosa",5
426,"Sanguisorba minor",15
426,"Scabiosa columbaria",1
426,"Trifolium pratense",5
427,"Achillea millefolium",1
427,"Agrostis capillaris",15
427,"Anthoxanthum odoratum",37.5
427,"Avenula pubescens",37.5
427,"Brachypodium rupestre",1
427,"Briza media",5
427,"Bromus hordeaceus",5
427,"Centaurea decipiens",5
427,"Cerastium fontanum",5
427,"Clinopodium vulgare",5
427,"Conopodium majus",1
427,"Cruciata glabra",5
427,"Cynosurus cristatus",5
427,"Dactylis glomerata",5
427,"Daucus carota",1
427,"Festuca nigrescens",37.5
427,"Galium pumilum",1
427,"Galium verum",5
427,"Helianthemum nummularium",1
427,"Holcus lanatus",15
427,"Hypericum perforatum",1
427,"Hypochaeris radicata",5
427,"Knautia nevadensis",5
427,"Leontodon hispidus",1
427,"Leucanthemum vulgare",5
427,"Linum usitatissimum",1
427,"Lolium perenne",1
427,"Malva moschata",1
427,"Neotinea ustulata",1
427,"Ononis sp.",1
427,"Phyteuma orbiculare",1
427,"Pimpinella saxifraga",1
427,"Plantago lanceolata",5
427,"Poa pratensis",5
427,"Poa trivialis",1
427,"Polygala sp.",1
427,"Prunella grandiflora",5
427,"Prunella vulgaris",1
427,"Quercus pubescens",1
427,"Ranunculus acris",1
427,"Rhinanthus mediterraneus",5
427,"Rumex acetosa",1
427,"Sanguisorba minor",15
427,"Scabiosa columbaria",5
427,"Stachys officinalis",5
427,"Thymus praecox",1
427,"Tragopogon pratensis",1
427,"Trifolium pratense",15
427,"Trisetum flavescens",15
428,"Anthoxanthum odoratum",15
428,"Bromus hordeaceus",5
428,"Cerastium fontanum",5
428,"Clinopodium vulgare",5
428,"Conopodium majus",5
428,"Crepis capillaris",5
428,"Cynosurus cristatus",5
428,"Dactylis glomerata",15
428,"Festuca nigrescens",15
428,"Geranium rotundifolium",1
428,"Holcus lanatus",37.5
428,"Hypochaeris radicata",5
428,"Leontodon hispidus",5
428,"Leucanthemum vulgare",5
428,"Lolium perenne",5
428,"Plantago lanceolata",15
428,"Poa trivialis",15
428,"Ranunculus acris",15
428,"Rhinanthus mediterraneus",15
428,"Rumex acetosa",5
428,"Sanguisorba minor",5
428,"Silene vulgaris",5
428,"Tragopogon pratensis",1
428,"Trifolium pratense",37.5
428,"Trifolium repens",5
428,"Viola cornuta",15
429,"Anthoxanthum odoratum",37.5
429,"Bellis perennis",1
429,"Briza media",15
429,"Bromus hordeaceus",5
429,"Cerastium fontanum",1
429,"Clinopodium vulgare",5
429,"Cynosurus cristatus",5
429,"Dactylis glomerata",1
429,"Daucus carota",15
429,"Festuca nigrescens",5
429,"Galium verum",1
429,"Holcus lanatus",15
429,"Linum usitatissimum",5
429,"Lolium perenne",5
429,"Lotus corniculatus",5
429,"Plantago lanceolata",5
429,"Poa pratensis",15
429,"Ranunculus sp.",5
429,"Rhinanthus mediterraneus",5
429,"Rumex acetosa",5
429,"Sanguisorba minor",5
429,"Scabiosa columbaria",5
429,"Silene vulgaris",5
429,"Stellaria graminea",1
429,"Taraxacum officinale",1
429,"Tragopogon pratensis",1
429,"Trifolium campestre",15
429,"Trifolium pratense",37.5
429,"Trisetum flavescens",37.5
430,"Achillea millefolium",15
430,"Agrimonia eupatoria",1
430,"Anthoxanthum odoratum",37.5
430,"Anthriscus sylvestris",1
430,"Anthyllis vulneraria",1
430,"Brachypodium rupestre",1
430,"Carex caryophyllea",37.5
430,"Carex spicata",15
430,"Conopodium majus",1
430,"Convolvulus arvensis",1
430,"Cruciata laevipes",15
430,"Dactylis glomerata",1
430,"Festuca nigrescens",15
430,"Filipendula ulmaria",1
430,"Fragaria vesca",1
430,"Fraxinus excelsior",1
430,"Galium mollugo",5
430,"Geranium columbinum",1
430,"Lathyrus pratensis",1
430,"Leontodon hispidus",1
430,"Leucanthemum vulgare",5
430,"Luzula campestris",5
430,"Malva moschata",1
430,"Medicago lupulina",1
430,"Neotinea ustulata",1
430,"Origanum vulgare",5
430,"Pimpinella saxifraga",5
430,"Plantago lanceolata",15
430,"Poa pratensis",15
430,"Polygala vulgaris",5
430,"Prunella vulgaris",1
430,"Ranunculus acris",5
430,"Ranunculus bulbosus",1
430,"Rhinanthus mediterraneus",5
430,"Rumex acetosa",5
430,"Sanguisorba minor",15
430,"Scabiosa columbaria",15
430,"Silene vulgaris",5
430,"Stellaria graminea",1
430,"Stellaria holostea",1
430,"Thymus praecox",5
430,"Trifolium pratense",5
430,"Trifolium repens",5
430,"Valerianella sp.",1
430,"Verbascum pulverulentum",1
430,"Veronica arvensis",5
430,"Veronica chamaedrys",15
431,"Agrimonia eupatoria",1
431,"Arabis serpillifolia",1
431,"Brachypodium rupestre",37.5
431,"Bupleurum falcatum",5
431,"Campanula glomerata",1
431,"Campanula patula",15
431,"Centaurea decipiens",15
431,"Centaurium sp.",1
431,"Clinopodium vulgare",1
431,"Cruciata laevipes",5
431,"Dactylis glomerata",1
431,"Daucus carota",5
431,"Galium album",15
431,"Galium verum",1
431,"Hypericum hirsutum",1
431,"Hypericum perforatum",1
431,"Origanum vulgare",15
431,"Primula veris",15
431,"Pseudoturritis turrita",1
431,"Seseli libanotis",1
431,"Silene nutans",5
431,"Stachys officinalis",5
431,"Stachys recta",1
431,"Tanacetum corymbosum",1
431,"Teucrium scorodonia",5
431,"Trifolium medium",15
431,"Trisetum flavescens",15
431,"Vicia cracca",1
432,"Achillea millefolium",5
432,"Alchemilla fallax",1
432,"Anthoxanthum odoratum",15
432,"Arenaria serpyllifolia",1
432,"Bellis perennis",1
432,"Cerastium arvense",1
432,"Chaerophyllum hirsutum",15
432,"Conopodium majus",15
432,"Cruciata laevipes",1
432,"Dactylis glomerata",15
432,"Festuca nigrescens",15
432,"Galium verum",1
432,"Leucanthemum vulgare",1
432,"Lotus corniculatus",1
432,"Myosotis ramosissima",5
432,"Narcissus poeticus",1
432,"Pimpinella major",5
432,"Plantago lanceolata",5
432,"Poa trivialis",15
432,"Prunella vulgaris",1
432,"Ranunculus acris",1
432,"Ranunculus bulbosus",15
432,"Ranunculus gouanii",5
432,"Rumex acetosa",5
432,"Saxifraga granulata",1
432,"Sisymbrium austriacum",5
432,"Taraxacum officinale",5
432,"Tragopogon pratensis",1
432,"Trifolium dubium",5
432,"Trisetum flavescens",15
432,"Veronica arvensis",1
432,"Veronica chamaedrys",1
433,"Angelica sylvestris",1
433,"Brachypodium rupestre",15
433,"Cardamine impatiens",1
433,"Circaea lutetiana",15
433,"Epilobium montanum",5
433,"Eupatorium cannabinum",5
433,"Geranium robertianum",15
433,"Geum urbanum",5
433,"Impatiens noli-tangere",37.5
433,"Meconopsis cambrica",5
433,"Scrophularia alpestris",15
433,"Urtica dioica",37.5
434,"Achillea millefolium",1
434,"Agrostis capillaris",15
434,"Alchemilla fallax",1
434,"Anthoxanthum odoratum",5
434,"Asphodelus albus",37.5
434,"Astrantia major",15
434,"Carex capillaris",5
434,"Cerastium fontanum",1
434,"Chaerophyllum hirsutum",5
434,"Conopodium majus",5
434,"Cruciata laevipes",1
434,"Cynosurus cristatus",5
434,"Dactylis glomerata",15
434,"Festuca nigrescens",37.5
434,"Galium verum",1
434,"Helictotrichon sedenense",15
434,"Heracleum sphondylium",15
434,"Iris latifolia",15
434,"Knautia nevadensis",15
434,"Leucanthemum vulgare",5
434,"Lotus corniculatus",5
434,"Phyteuma hemisphaericum",1
434,"Phyteuma spicatum",1
434,"Plantago lanceolata",5
434,"Poa trivialis",5
434,"Ranunculus acris",5
434,"Ranunculus gouanii",1
434,"Rhinanthus mediterraneus",5
434,"Rumex acetosa",0.1
434,"Sanguisorba minor",5
434,"Silene vulgaris",1
434,"Stellaria media",1
434,"Tragopogon pratensis",5
434,"Trifolium pratense",5
434,"Trisetum flavescens",5
434,"Veronica chamaedrys",1
434,"Viola cornuta",5
435,"Agrostis capillaris",5
435,"Anthoxanthum odoratum",5
435,"Astrantia major",5
435,"Briza media",1
435,"Campanula glomerata",0.1
435,"Chaerophyllum hirsutum",5
435,"Conopodium majus",5
435,"Cruciata laevipes",1
435,"Cynosurus cristatus",5
435,"Dactylis glomerata",5
435,"Euphrasia alpina",5
435,"Galium verum",15
435,"Helictotrichon sedenense",37.5
435,"Knautia nevadensis",37.5
435,"Lathyrus pratensis",1
435,"Phyteuma hemisphaericum",5
435,"Pimpinella major",5
435,"Plantago lanceolata",5
435,"Poa trivialis",5
435,"Ranunculus gouanii",5
435,"Rhinanthus mediterraneus",15
435,"Rumex acetosa",1
435,"Sanguisorba minor",1
435,"Stellaria media",5
435,"Tragopogon pratensis",1
435,"Trifolium pratense",1
435,"Trisetum flavescens",15
435,"Veronica chamaedrys",1
435,"Viola cornuta",15
436,"Agrostis capillaris",5
436,"Alchemilla fallax",1
436,"Anthoxanthum odoratum",5
436,"Astrantia major",15
436,"Briza media",1
436,"Campanula glomerata",1
436,"Cerastium fontanum",5
436,"Chaerophyllum hirsutum",5
436,"Conopodium majus",5
436,"Cynosurus cristatus",15
436,"Festuca nigrescens",15
436,"Galium verum",5
436,"Helictotrichon sedenense",5
436,"Helleborus viridis",0.1
436,"Knautia nevadensis",37.5
436,"Leucanthemum vulgare",1
436,"Lotus corniculatus",1
436,"Phyteuma spicatum",1
436,"Poa trivialis",5
436,"Ranunculus acris",1
436,"Ranunculus gouanii",15
436,"Rhinanthus mediterraneus",15
436,"Silene vulgaris",5
436,"Stellaria media",5
436,"Trifolium pratense",5
436,"Trifolium repens",1
436,"Trisetum flavescens",5
436,"Viola cornuta",15
437,"Agrostis capillaris",5
437,"Cerastium fontanum",5
437,"Conopodium majus",5
437,"Cynosurus cristatus",37.5
437,"Dactylis glomerata",5
437,"Euphrasia alpina",5
437,"Festuca nigrescens",15
437,"Galium verum",5
437,"Hypochaeris radicata",1
437,"Iris latifolia",1
437,"Knautia nevadensis",15
437,"Leucanthemum vulgare",1
437,"Phyteuma hemisphaericum",1
437,"Plantago lanceolata",15
437,"Poa trivialis",5
437,"Ranunculus acris",5
437,"Ranunculus gouanii",1
437,"Rhinanthus mediterraneus",15
437,"Sanguisorba minor",1
437,"Silene vulgaris",1
437,"Trifolium pratense",15
437,"Trifolium repens",5
437,"Trisetum flavescens",15
437,"Veronica sp.",1
438,"Agrostis capillaris",5
438,"Alchemilla fallax",1
438,"Anthoxanthum odoratum",5
438,"Asphodelus albus",15
438,"Astrantia major",5
438,"Briza media",5
438,"Campanula glomerata",0.1
438,"Cerastium fontanum",5
438,"Chaerophyllum hirsutum",5
438,"Festuca nigrescens",15
438,"Galium verum",5
438,"Geum pyrenaicum",1
438,"Helictotrichon sedenense",15
438,"Iris latifolia",15
438,"Knautia nevadensis",15
438,"Laserpitium siler",15
438,"Lathyrus pratensis",1
438,"Lotus corniculatus",5
438,"Luzula campestris",1
438,"Phleum pratense",5
438,"Phyteuma spicatum",1
438,"Pimpinella major",1
438,"Plantago lanceolata",5
438,"Poa trivialis",1
438,"Polygala vulgaris",0.1
438,"Ranunculus acris",5
438,"Ranunculus gouanii",15
438,"Rhinanthus mediterraneus",5
438,"Sanguisorba minor",1
438,"Silene nutans",1
438,"Stellaria media",1
438,"Tragopogon pratensis",5
438,"Trifolium pratense",15
438,"Trifolium repens",5
438,"Trisetum flavescens",5
438,"Viola cornuta",5
439,"Achillea millefolium",15
439,"Anthoxanthum odoratum",15
439,"Bromus hordeaceus",1
439,"Cerastium fontanum",5
439,"Chaerophyllum hirsutum",5
439,"Clinopodium vulgare",5
439,"Conopodium majus",1
439,"Crepis sp.",5
439,"Dactylis glomerata",1
439,"Festuca nigrescens",15
439,"Galium mollugo",15
439,"Holcus lanatus",1
439,"Knautia nevadensis",15
439,"Leucanthemum vulgare",5
439,"Lolium perenne",1
439,"Phleum pratense",1
439,"Plantago lanceolata",5
439,"Poa trivialis",15
439,"Ranunculus acris",5
439,"Rhinanthus mediterraneus",15
439,"Rumex acetosa",1
439,"Sanguisorba minor",5
439,"Silene vulgaris",15
439,"Taraxacum officinale",1
439,"Trifolium dubium",5
439,"Trifolium pratense",5
439,"Trisetum flavescens",62.5
439,"Veronica sp.",1
440,"Achillea millefolium",5
440,"Anthoxanthum odoratum",5
440,"Campanula glomerata",5
440,"Cerastium fontanum",5
440,"Chaerophyllum hirsutum",1
440,"Clinopodium vulgare",5
440,"Conopodium majus",5
440,"Cynosurus cristatus",5
440,"Dactylis glomerata",15
440,"Festuca nigrescens",5
440,"Galium verum",15
440,"Helictotrichon sedenense",15
440,"Knautia nevadensis",5
440,"Lathyrus pratensis",1
440,"Leucanthemum vulgare",5
440,"Lotus corniculatus",5
440,"Myosotis decumbens",1
440,"Poa trivialis",15
440,"Ranunculus acris",5
440,"Ranunculus gouanii",15
440,"Rhinanthus mediterraneus",5
440,"Rumex acetosa",1
440,"Sanguisorba minor",1
440,"Tragopogon pratensis",1
440,"Trifolium pratense",5
440,"Trisetum flavescens",37.5
440,"Veronica sp.",1
441,"Agrostis capillaris",15
441,"Anthoxanthum odoratum",5
441,"Cerastium fontanum",5
441,"Conopodium majus",1
441,"Cynosurus cristatus",1
441,"Dactylis glomerata",15
441,"Festuca nigrescens",15
441,"Galium verum",5
441,"Helictotrichon sedenense",15
441,"Leucanthemum vulgare",5
441,"Phleum pratense",1
441,"Poa trivialis",37.5
441,"Ranunculus acris",5
441,"Ranunculus gouanii",15
441,"Rhinanthus mediterraneus",37.5
441,"Rumex acetosa",1
441,"Sanguisorba minor",1
441,"Stellaria media",1
441,"Tragopogon pratensis",5
441,"Trifolium pratense",15
441,"Trifolium repens",1
441,"Trisetum flavescens",15
441,"Veronica chamaedrys",1
441,"Viola cornuta",5
442,"Achillea millefolium",5
442,"Anthoxanthum odoratum",15
442,"Briza media",5
442,"Cerastium fontanum",5
442,"Chaerophyllum hirsutum",1
442,"Cynosurus cristatus",5
442,"Dactylis glomerata",15
442,"Festuca nigrescens",15
442,"Galium verum",15
442,"Helictotrichon sedenense",15
442,"Leucanthemum vulgare",5
442,"Lotus corniculatus",5
442,"Orchis sp.",5
442,"Plantago lanceolata",5
442,"Poa trivialis",37.5
442,"Ranunculus acris",15
442,"Ranunculus gouanii",5
442,"Rhinanthus mediterraneus",15
442,"Rumex acetosa",5
442,"Sanguisorba minor",5
442,"Silene vulgaris",15
442,"Taraxacum officinale",5
442,"Tragopogon pratensis",5
442,"Trifolium pratense",15
442,"Trisetum flavescens",37.5
442,"Viola cornuta",5
443,"Agrostis capillaris",62.5
443,"Anthoxanthum odoratum",5
443,"Arrhenatherum elatius",15
443,"Bromus hordeaceus",5
443,"Cerastium fontanum",5
443,"Cirsium dissectum",1
443,"Crepis sp.",1
443,"Festuca nigrescens",15
443,"Holcus lanatus",15
443,"Hypericum perforatum",0.1
443,"Lathyrus pratensis",1
443,"Malva moschata",1
443,"Phleum pratense",1
443,"Plantago lanceolata",5
443,"Plantago major",0.1
443,"Poa trivialis",15
443,"Ranunculus acris",5
443,"Rumex acetosa",1
443,"Stellaria media",5
443,"Trifolium campestre",1
443,"Trifolium pratense",5
443,"Veronica arvensis",1
443,"Veronica chamaedrys",5
443,"Vicia cracca",1
444,"Achillea millefolium",1
444,"Agrostis capillaris",15
444,"Arrhenatherum elatius",5
444,"Calystegia sepium",1
444,"Carex echinata",1
444,"Dactylis glomerata",5
444,"Geranium columbinum",5
444,"Holcus lanatus",15
444,"Lathyrus pratensis",1
444,"Lolium perenne",87.5
444,"Picris hieracioides",5
444,"Poa trivialis",5
444,"Ranunculus acris",5
444,"Rumex sanguineus",5
444,"Stellaria media",1
444,"Taraxacum officinale",5
444,"Trifolium pratense",5
444,"Trifolium repens",15
444,"Veronica chamaedrys",1
444,"Vicia cracca",5
445,"Arrhenatherum elatius",5
445,"Bromus hordeaceus",5
445,"Calystegia sepium",5
445,"Carex echinata",1
445,"Cerastium fontanum",5
445,"Cynosurus cristatus",1
445,"Dactylis glomerata",15
445,"Daucus carota",1
445,"Galium sp.",5
445,"Holcus lanatus",15
445,"Knautia nevadensis",1
445,"Lathyrus pratensis",5
445,"Lolium perenne",15
445,"Lotus corniculatus",5
445,"Malva moschata",1
445,"Medicago minima",5
445,"Picris hieracioides",5
445,"Pimpinella saxifraga",1
445,"Plantago lanceolata",5
445,"Poa trivialis",5
445,"Ranunculus acris",5
445,"Schedonorus arundinaceus",15
445,"Silene vulgaris",0.1
445,"Taraxacum officinale",5
445,"Tragopogon pratensis",1
445,"Trifolium pratense",5
445,"Trifolium repens",5
445,"Trisetum flavescens",1
445,"Veronica chamaedrys",1
445,"Vicia cracca",5
446,"Agrostis capillaris",5
446,"Anthoxanthum odoratum",5
446,"Arrhenatherum elatius",37.5
446,"Cerastium fontanum",1
446,"Clinopodium vulgare",1
446,"Cynosurus cristatus",5
446,"Dactylis glomerata",15
446,"Filipendula vulgaris",1
446,"Geranium columbinum",1
446,"Holcus lanatus",15
446,"Knautia nevadensis",5
446,"Lathyrus pratensis",5
446,"Leucanthemum vulgare",5
446,"Linum usitatissimum",5
446,"Lotus corniculatus",1
446,"Malva moschata",5
446,"Picris hieracioides",5
446,"Pimpinella saxifraga",5
446,"Plantago lanceolata",15
446,"Poa trivialis",5
446,"Ranunculus acris",5
446,"Rhinanthus mediterraneus",15
446,"Schedonorus arundinaceus",1
446,"Stellaria media",5
446,"Taraxacum officinale",1
446,"Tragopogon pratensis",0.1
446,"Trifolium pratense",5
446,"Trifolium repens",5
446,"Trisetum flavescens",5
446,"Veronica chamaedrys",5
446,"Vicia cracca",1
447,"Agrostis capillaris",15
447,"Anthoxanthum odoratum",5
447,"Arrhenatherum elatius",5
447,"Cerastium fontanum",5
447,"Clinopodium vulgare",1
447,"Dactylis glomerata",15
447,"Galium sp.",5
447,"Geranium columbinum",1
447,"Helictotrichon sedenense",1
447,"Holcus lanatus",37.5
447,"Lathyrus pratensis",5
447,"Leucanthemum vulgare",5
447,"Malva moschata",15
447,"Medicago minima",1
447,"Picris hieracioides",1
447,"Pimpinella saxifraga",1
447,"Plantago lanceolata",5
447,"Poa trivialis",5
447,"Ranunculus acris",5
447,"Rhinanthus mediterraneus",15
447,"Rumex sanguineus",1
447,"Schedonorus arundinaceus",5
447,"Sherardia arvensis",0.1
447,"Stellaria media",15
447,"Trifolium campestre",5
447,"Trifolium repens",5
447,"Trisetum flavescens",15
447,"Veronica chamaedrys",5
447,"Vicia cracca",15
448,"Agrostis capillaris",37.5
448,"Anthoxanthum odoratum",5
448,"Arrhenatherum elatius",5
448,"Calystegia sepium",5
448,"Clinopodium vulgare",1
448,"Crepis biennis",1
448,"Cynosurus cristatus",5
448,"Dactylis glomerata",15
448,"Holcus lanatus",37.5
448,"Leucanthemum vulgare",5
448,"Linum usitatissimum",5
448,"Picris hieracioides",1
448,"Pimpinella saxifraga",1
448,"Plantago lanceolata",5
448,"Poa trivialis",15
448,"Prunella vulgaris",1
448,"Ranunculus acris",5
448,"Rhinanthus mediterraneus",5
448,"Rumex acetosa",1
448,"Stachys officinalis",1
448,"Stellaria media",5
448,"Taraxacum officinale",1
448,"Tragopogon pratensis",1
448,"Trifolium pratense",15
448,"Trisetum flavescens",5
448,"Vicia cracca",1
449,"Agrostis capillaris",37.5
449,"Anthoxanthum odoratum",15
449,"Briza media",5
449,"Campanula patula",1
449,"Cerastium fontanum",1
449,"Cruciata laevipes",5
449,"Festuca nigrescens",37.5
449,"Galium parisiense",5
449,"Holcus lanatus",15
449,"Hypochaeris radicata",5
449,"Lathyrus pratensis",1
449,"Lotus pedunculatus",1
449,"Luzula campestris",1
449,"Pimpinella saxifraga",1
449,"Plantago lanceolata",5
449,"Polygala vulgaris",1
449,"Potentilla erecta",15
449,"Prunella vulgaris",1
449,"Rhinanthus mediterraneus",5
449,"Rumex acetosa",5
449,"Stachys officinalis",5
449,"Trifolium pratense",5
449,"Valeriana dioica",0.1
449,"Veronica chamaedrys",1
450,"Agrostis capillaris",37.5
450,"Anthoxanthum odoratum",15
450,"Asphodelus albus",0.1
450,"Briza media",5
450,"Campanula patula",5
450,"Clinopodium vulgare",1
450,"Dactylis glomerata",1
450,"Festuca nigrescens",37.5
450,"Galium uliginosum",5
450,"Holcus lanatus",5
450,"Hypericum perforatum",5
450,"Hypochaeris radicata",5
450,"Lathyrus pratensis",1
450,"Luzula campestris",1
450,"Pimpinella saxifraga",5
450,"Plantago lanceolata",5
450,"Polygala vulgaris",1
450,"Ranunculus acris",5
450,"Rhinanthus mediterraneus",5
450,"Rumex acetosa",1
450,"Sanguisorba minor",1
450,"Stachys officinalis",15
450,"Thesium humifusum",1
450,"Trifolium pratense",5
450,"Trifolium repens",1
450,"Valeriana dioica",1
451,"Achillea millefolium",1
451,"Agrostis capillaris",37.5
451,"Anthoxanthum odoratum",5
451,"Arrhenatherum elatius",5
451,"Bromus hordeaceus",1
451,"Calystegia sepium",5
451,"Carex distans",5
451,"Carex echinata",5
451,"Cerastium fontanum",5
451,"Clinopodium vulgare",5
451,"Cruciata laevipes",15
451,"Dactylis glomerata",5
451,"Galium uliginosum",1
451,"Holcus lanatus",37.5
451,"Hypericum perforatum",1
451,"Knautia nevadensis",15
451,"Leontodon hispidus",1
451,"Leucanthemum vulgare",1
451,"Linum usitatissimum",1
451,"Medicago minima",5
451,"Myosotis sp.",0.1
451,"Plantago lanceolata",15
451,"Poa trivialis",15
451,"Ranunculus acris",15
451,"Rhinanthus mediterraneus",5
451,"Rumex acetosa",1
451,"Rumex sanguineus",1
451,"Silene vulgaris",5
451,"Stellaria media",5
