"Taxon","Family","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Solidago virgaurea","Compositae","Enscobase","RBGK","UK","K_37297",0,0,0,20,0,1,19,20
"Solidago virgaurea","Compositae","Enscobase","RBGK","UK","K_37297",0,0,0,21,0,1,198,200
"Solidago virgaurea","Compositae","Enscobase","RBGK","UK","K_8914",0,0,0,6,0,1,29,39
"Solidago virgaurea","Compositae","Enscobase","RBGK","UK","K_8914",0,0,0,11,0,1,100,100
"Solidago virgaurea","Compositae","SylvanSeeds","Pliszko, A. and K. Kostrakiewicz-Gieralt (2018). ""Effect of cold stratification on seed germination in Solidago x niederederi (Asteraceae) and its parental species."" Biologia (Bratisl) 73(10): 945-950.","Poland","Warsaw, Poland",0,1,0,25,0,1,330,600
"Stellaria graminea","Caryophyllaceae","Enscobase","RBGK","UK","K_64462",0,0,0,15,1,1,50,50
"Taraxacum officinale","Compositae","Enscobase","RBGK","UK","K_126373",0,0,0,26,0,1,16,17
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,9,1,1,51,92
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,17,1,1,64,78
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,0,25,1,1,52,98
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,9,1,1,56,93
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,17,1,1,53,60
"Taraxacum officinale","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS146",0,0,1,25,1,1,54,94
"Taraxacum officinale","Compositae","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",0,0,0,15,1,1,122,150
"Taraxacum officinale","Compositae","SylvanSeeds","Benvenuti, S. and A. Pardossi (2016). ""Germination ecology of nutraceutical herbs for agronomic perspectives."" European Journal of Agronomy 76: 118-129.","Italy","Tuscany, Italy",0,1,0,15,1,1,139,150
"Taraxacum officinale","Compositae","SylvanSeeds","Letchamo, W. G., A. (1996). ""Light, temperature and duration of storage govern the germination and emergence ofTaraxacum officinaleseed."" Journal of Horticultural Science 71(3): 373-377.","Germany","Offstein, Germany",0,0,0,22,0,1,400,400
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,6,0,1,123,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,7.5,1,1,210,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,9,0,1,219,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,10,1,1,213,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,12,0,1,225,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,12.5,1,1,207,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,15,0,1,210,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,15,1,1,204,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,17.5,1,1,216,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,18,0,1,210,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,20,1,1,210,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,21,0,1,213,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,22.5,1,1,231,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,24,0,1,207,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,25,1,1,228,300
"Taraxacum officinale","Compositae","SylvanSeeds","Masin, R., et al. (2017). ""Can alternating temperatures be used to estimate base temperature for seed germination?"" Weed Research 57(6): 390-398.","Italy","Padova University Experimental Farm in the Po Valley, Italy",0,0,0,27,0,1,225,300
"Taraxacum officinale","Compositae","SylvanSeeds","Noronha, A. (1997). ""Rate of Change in Dormancy Level and Light Requirement in Weed Seeds During Stratification."" Annals of Botany 80(6): 795-801.","Sweden","Southern Sweden",0,0,0,11,1,0,117,150
"Taraxacum officinale","Compositae","SylvanSeeds","Noronha, A. (1997). ""Rate of Change in Dormancy Level and Light Requirement in Weed Seeds During Stratification."" Annals of Botany 80(6): 795-801.","Sweden","Southern Sweden",0,0,0,12.25,1,1,148,150
"Taraxacum officinale","Compositae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,0,32,100
"Taraxacum officinale","Compositae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,1,187,200
"Taraxacum officinale","Compositae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,1,1,97,100
"Thymus pulegioides","Lamiaceae","Enscobase","RBGK","UK","K_122467",0,0,0,15,0,1,10,10
"Thymus pulegioides","Lamiaceae","Enscobase","RBGK","UK","K_122467",0,0,0,20,0,1,10,10
"Thymus pulegioides","Lamiaceae","Enscobase","RBGK","UK","K_136994",0,0,0,15,0,1,9,10
"Thymus pulegioides","Lamiaceae","Enscobase","RBGK","UK","K_136994",0,0,0,20,0,1,10,10
"Tragopogon pratensis","Compositae","Enscobase","BGBM","Germany","B_DE-1703699",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Compositae","Enscobase","BGBM","Germany","B_DE-1712299",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Compositae","Enscobase","BGBM","Germany","B_DE-1790906",0,0,0,22,0,1,0,20
"Tragopogon pratensis","Compositae","Enscobase","RBGK","Hungary","K_361471",0,0,0,10,0,1,9,10
"Tragopogon pratensis","Compositae","Enscobase","RBGK","Hungary","K_361471",0,0,0,15,0,1,10,10
"Tragopogon pratensis","Compositae","Enscobase","RBGK","UK","K_86055",0,0,0,15,0,1,18,19
"Tragopogon pratensis","Compositae","Enscobase","RBGK","UK","K_86055",0,0,0,16,0,1,18,20
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_11592",1,0,0,20,0,1,20,20
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_11592",1,0,0,21,0,1,119,120
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_136411",1,0,0,16,0,1,20,20
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_55413",1,0,0,10,0,1,19,20
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_55413",1,0,0,11,0,1,40,40
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_55457",1,0,0,15,0,1,20,20
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_55457",1,0,0,16,0,1,100,100
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_5980",1,0,0,20,0,1,50,50
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_5980",1,0,0,21,0,1,150,150
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_9483",1,0,0,15,0,1,10,10
"Trifolium dubium","Leguminosae","Enscobase","RBGK","UK","K_9483",1,0,0,16,0,1,29,30
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",0,0,0,9,1,1,10,97
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",0,0,0,17,1,1,55,99
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",0,0,0,25,1,1,9,99
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",1,0,0,9,1,1,98,99
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",1,0,0,17,1,1,100,100
"Trifolium dubium","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS182",1,0,0,25,1,1,95,100
"Trifolium pratense","Leguminosae","Enscobase","PAVIA","Italy","PAV_95PV",0,0,0,20,0,1,2,48
"Trifolium pratense","Leguminosae","Enscobase","PAVIA","Italy","PAV_95PV",1,0,0,10,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_10816",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_10816",1,0,0,21,0,1,145,150
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_20127",1,0,0,15,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_20127",1,0,0,16,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_37851",1,0,0,16,1,1,21,29
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_37851",1,0,0,21,0,1,46,50
"Trifolium pratense","Leguminosae","Enscobase","RBGK","France","K_37851",1,1,0,20,0,1,8,10
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_11101",1,0,0,20,0,1,48,50
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_11101",1,0,0,21,0,1,150,150
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_11802",1,0,0,20,0,1,19,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_11802",1,0,0,21,0,1,104,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_6002",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Germany","K_6002",1,0,0,21,0,1,116,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_10838",1,0,0,20,0,1,49,50
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_10838",1,0,0,21,0,1,136,150
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_20530",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_20530",1,0,0,21,0,1,112,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_27621",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_27621",1,0,0,21,0,1,110,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_30841",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_30841",1,0,0,21,0,1,108,119
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_35248",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_35248",1,0,0,21,0,1,106,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_36430",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_36430",1,0,0,21,0,1,106,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_42905",1,0,0,20,0,1,10,10
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_42905",1,0,0,21,0,1,99,110
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_56203",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Greece","K_56203",1,0,0,21,0,1,112,119
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_35695",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_35695",1,0,0,21,0,1,118,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_35776",1,0,0,20,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_35776",1,0,0,21,0,1,118,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_43669",1,0,0,20,0,1,8,9
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_43669",1,0,0,21,0,1,88,110
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_43795",1,0,0,20,0,1,19,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_43795",1,0,0,21,0,1,117,120
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_6909",1,0,0,20,0,1,17,19
"Trifolium pratense","Leguminosae","Enscobase","RBGK","Italy","K_6909",1,0,0,21,0,1,115,119
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_39877",1,0,0,15,0,1,10,10
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_39877",1,0,0,16,0,1,30,30
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_40026",1,0,0,15,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_40026",1,0,0,16,0,1,70,70
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_49535",1,0,0,15,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_49535",1,0,0,16,0,1,70,70
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_58300",1,0,0,10,0,1,20,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_58300",1,0,0,11,0,1,68,70
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_58481",1,0,0,10,0,1,17,20
"Trifolium pratense","Leguminosae","Enscobase","RBGK","UK","K_58481",1,0,0,11,0,1,40,40
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",0,0,0,9,1,1,21,93
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",0,0,0,17,1,1,4,84
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",0,0,0,25,1,1,20,88
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",1,0,0,9,1,1,98,99
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",1,0,0,17,1,1,83,83
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS214",1,0,0,25,1,1,99,100
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS183",0,0,0,17,1,1,44,87
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS183",1,0,0,17,1,1,87,93
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS197",0,0,0,17,1,1,4,93
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS197",1,0,0,17,1,1,97,97
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS227",0,0,0,17,1,1,15,89
"Trifolium pratense","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS227",1,0,0,17,1,1,86,86
"Trifolium repens","Leguminosae","Enscobase","PAVIA","Italy","PAV_53PV",0,0,1,20,1,1,16,42
"Trifolium repens","Leguminosae","Enscobase","PAVIA","Italy","PAV_94PV",0,0,0,20,0,1,2,25
"Trifolium repens","Leguminosae","Enscobase","PAVIA","Italy","PAV_94PV",1,0,0,20,0,1,25,25
"Trifolium repens","Leguminosae","Enscobase","RBGK","Germany","K_20482",0,0,0,21,0,1,87,100
"Trifolium repens","Leguminosae","Enscobase","RBGK","Germany","K_20482",1,0,0,21,0,1,39,40
"Trifolium repens","Leguminosae","Enscobase","RBGK","Germany","K_20493",1,0,0,21,0,1,126,140
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_10894",1,0,0,20,0,1,17,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_10894",1,0,0,21,0,1,119,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_20563",1,0,0,20,0,1,49,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_20563",1,0,0,21,0,1,136,148
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_26152",1,0,0,20,0,1,17,19
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_26152",1,0,0,21,0,1,110,119
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_26325",1,0,0,20,0,1,19,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_26325",1,0,0,21,0,1,133,140
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_29599",1,0,0,21,0,1,197,200
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_30944",1,0,0,20,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_30944",1,0,0,21,0,1,120,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_31033",1,0,0,20,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_31033",1,0,0,21,0,1,108,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_31642",1,0,0,20,0,1,19,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_31642",1,0,0,21,0,1,104,119
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_32203",1,0,0,20,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_32203",1,0,0,21,0,1,136,140
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_32247",1,0,0,20,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Greece","K_32247",1,0,0,21,0,1,122,130
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_22556",1,0,0,20,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_22556",1,0,0,21,0,1,116,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35569",1,0,0,20,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35569",1,0,0,21,0,1,137,149
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35710",1,0,0,20,0,1,46,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35710",1,0,0,21,0,1,147,150
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35813",1,0,0,20,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35813",1,0,0,21,0,1,148,150
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35905",1,0,0,20,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_35905",1,0,0,21,0,1,145,150
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_36072",1,0,0,20,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_36072",1,0,0,21,0,1,150,150
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_42846",1,0,0,20,0,1,9,10
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_42846",1,0,0,21,0,1,107,110
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_43751",1,0,0,20,0,1,9,10
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_43751",1,0,0,21,0,1,98,110
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_6013",1,0,0,20,0,1,19,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","Italy","K_6013",1,0,0,21,0,1,115,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","Switzerland","K_37770",1,0,0,21,0,1,105,120
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_39844",1,0,0,10,0,1,23,23
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_39844",1,0,0,11,0,1,70,70
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_49579",1,0,0,15,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_49579",1,0,0,16,0,1,100,100
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_49580",1,0,0,11,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_49580",1,0,0,15,0,1,50,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_49580",1,0,0,16,0,1,100,100
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_58492",1,0,0,10,0,1,20,20
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_58492",1,0,0,11,0,1,40,40
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_86376",1,0,0,16,0,1,49,50
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_86376",1,0,0,21,0,1,99,99
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_9335",1,0,0,20,0,1,46,46
"Trifolium repens","Leguminosae","Enscobase","RBGK","UK","K_9335",1,0,0,21,0,1,95,100
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS215",0,0,0,17,1,1,5,85
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","France","SOS215",1,0,0,17,1,1,96,96
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS224",0,0,0,17,1,1,15,91
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS224",1,0,0,17,1,1,94,94
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",0,0,0,9,1,1,18,89
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",0,0,0,17,1,1,10,93
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",0,0,0,25,1,1,16,95
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",1,0,0,9,1,1,97,99
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",1,0,0,17,1,1,96,96
"Trifolium repens","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS241",1,0,0,25,1,1,99,100
"Trisetum flavescens","Poaceae","Enscobase","RBGK","UK","K_17181",0,0,0,15,0,1,28,37
"Trisetum flavescens","Poaceae","Enscobase","RBGK","UK","K_17181",0,0,0,16,0,1,88,93
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS209",0,0,0,17,1,1,31,35
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS209",0,0,1,17,1,1,16,16
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,0,9,1,1,44,83
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,0,17,1,1,70,70
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,0,25,1,1,95,100
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,1,9,1,1,45,84
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,1,17,1,1,71,71
"Trisetum flavescens","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS151",0,0,1,25,1,1,94,96
"Trollius europaeus","Ranunculaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_011/04",0,1,1,21.66666667,1,1,130,500
"Trollius europaeus","Ranunculaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_024/99",0,1,1,21.66666667,1,1,395,500
"Trollius europaeus","Ranunculaceae","Enscobase","BGBM","Austria","B_AT-3002501",0,0,0,22,0,1,1,20
"Trollius europaeus","Ranunculaceae","Enscobase","BGBM","Germany","B_DE-2330291",0,0,0,22,0,1,0,40
"Trollius europaeus","Ranunculaceae","Enscobase","PAVIA","Italy","PAV_PV107",0,0,1,20,1,1,26,26
"Trollius europaeus","Ranunculaceae","Enscobase","PAVIA","Italy","PAV_SO179",0,0,1,20,0,1,16,16
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Greece","K_43441",0,0,0,13.33333333,1,1,0,10
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Greece","K_43441",0,0,1,13.33333333,1,1,8,9
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Greece","K_43441",0,0,1,20,0,1,4,10
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Greece","K_43441",0,0,1,21,0,1,87,108
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Italy","K_14009",0,0,1,20,0,1,8,10
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Italy","K_14009",0,0,1,21,0,1,53,60
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Italy","K_207016",0,0,0,15,1,1,0,50
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Italy","K_207016",0,0,1,15,1,1,41,46
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Italy","K_207016",0,0,1,20,0,1,26,50
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Slovenia","K_21261",0,0,1,13.33333333,1,1,12,19
"Trollius europaeus","Ranunculaceae","Enscobase","RBGK","Slovenia","K_21261",0,0,1,15,1,1,14,20
