"Taxon","Family","Population","Length","Width"
"Centaurea nigra","Compositae","SOS225",3.81,1.91
"Centaurea nigra","Compositae","SOS225",4.7,1.91
"Centaurea nigra","Compositae","SOS136",3.81,1.78
"Centaurea nigra","Compositae","SOS136",4.45,2.03
"Centaurea nigra","Compositae","SOS136",4.45,1.65
"Centaurea nigra","Compositae","SOS136",3.68,1.52
"Centaurea nigra","Compositae","SOS136",5.21,2.16
"Centaurea nigra","Compositae","SOS225",4.06,1.65
"Centaurea nigra","Compositae","SOS136",4.57,1.78
"Centaurea nigra","Compositae","SOS136",4.32,1.78
"Centaurea nigra","Compositae","SOS031",4.32,1.91
"Centaurea nigra","Compositae","SOS031",3.3,1.4
"Centaurea nigra","Compositae","SOS136",4.06,2.03
"Centaurea nigra","Compositae","SOS136",3.68,1.52
"Centaurea nigra","Compositae","SOS136",3.94,1.52
"Centaurea nigra","Compositae","SOS136",4.06,1.91
"Centaurea nigra","Compositae","SOS136",3.81,1.91
"Centaurea nigra","Compositae","SOS225",3.43,1.91
"Centaurea nigra","Compositae","SOS136",4.83,2.03
"Centaurea nigra","Compositae","SOS186",4.57,1.78
"Centaurea nigra","Compositae","SOS186",4.83,2.16
"Centaurea nigra","Compositae","SOS186",4.83,2.03
"Centaurea nigra","Compositae","SOS031",4.7,1.78
"Centaurea nigra","Compositae","SOS136",4.83,2.54
"Centaurea nigra","Compositae","SOS225",3.05,2.03
"Centaurea nigra","Compositae","SOS031",3.94,1.78
"Centaurea nigra","Compositae","SOS031",3.68,1.65
"Centaurea nigra","Compositae","SOS031",4.83,1.78
"Centaurea nigra","Compositae","SOS186",4.83,2.16
"Centaurea nigra","Compositae","SOS186",4.06,2.16
"Centaurea nigra","Compositae","SOS186",4.7,2.16
"Centaurea nigra","Compositae","SOS225",3.43,1.52
"Centaurea nigra","Compositae","SOS031",4.57,1.78
"Centaurea nigra","Compositae","SOS186",4.57,2.03
"Centaurea nigra","Compositae","SOS186",4.57,2.16
"Centaurea nigra","Compositae","SOS031",4.57,1.78
"Centaurea nigra","Compositae","SOS186",4.83,2.16
"Centaurea nigra","Compositae","SOS225",3.43,1.78
"Centaurea nigra","Compositae","SOS136",4.45,1.91
"Centaurea nigra","Compositae","SOS136",4.19,2.03
"Centaurea nigra","Compositae","SOS136",4.45,2.29
"Centaurea nigra","Compositae","SOS031",4.19,1.91
"Centaurea nigra","Compositae","SOS031",3.81,1.78
"Centaurea nigra","Compositae","SOS031",4.7,1.65
"Centaurea nigra","Compositae","SOS031",4.19,1.78
"Centaurea nigra","Compositae","SOS186",4.45,2.16
"Centaurea nigra","Compositae","SOS031",4.45,1.65
"Centaurea nigra","Compositae","SOS136",3.81,1.52
"Centaurea nigra","Compositae","SOS136",4.7,2.67
"Centaurea nigra","Compositae","SOS136",4.57,1.78
"Centaurea nigra","Compositae","SOS186",4.19,2.03
"Centaurea nigra","Compositae","SOS186",5.21,2.16
"Centaurea nigra","Compositae","SOS136",3.68,2.54
"Centaurea nigra","Compositae","SOS136",3.68,3.05
"Centaurea nigra","Compositae","SOS225",3.56,1.91
"Centaurea nigra","Compositae","SOS136",4.45,1.65
"Centaurea nigra","Compositae","SOS136",3.94,2.41
"Centaurea nigra","Compositae","SOS136",4.19,1.65
"Centaurea nigra","Compositae","SOS031",4.19,1.52
"Centaurea nigra","Compositae","SOS031",4.19,1.78
"Centaurea nigra","Compositae","SOS136",4.45,2.67
"Centaurea nigra","Compositae","SOS225",3.94,1.52
"Centaurea nigra","Compositae","SOS225",3.68,1.78
"Centaurea nigra","Compositae","SOS031",4.32,2.29
"Centaurea nigra","Compositae","SOS031",3.94,1.78
"Centaurea nigra","Compositae","SOS031",3.81,1.65
"Centaurea nigra","Compositae","SOS186",4.7,2.41
"Centaurea nigra","Compositae","SOS186",4.7,2.03
"Centaurea nigra","Compositae","SOS186",4.57,2.79
"Centaurea nigra","Compositae","SOS225",4.45,1.65
"Centaurea nigra","Compositae","SOS225",3.81,2.16
"Centaurea nigra","Compositae","SOS031",3.3,1.52
"Centaurea nigra","Compositae","SOS136",4.19,1.65
"Centaurea nigra","Compositae","SOS031",3.68,1.65
"Centaurea nigra","Compositae","SOS186",4.32,2.29
"Centaurea nigra","Compositae","SOS186",4.57,1.91
"Centaurea nigra","Compositae","SOS225",3.68,1.91
"Centaurea nigra","Compositae","SOS225",4.06,2.29
"Centaurea nigra","Compositae","SOS225",3.43,1.65
"Centaurea nigra","Compositae","SOS225",3.05,1.65
"Centaurea nigra","Compositae","SOS225",4.19,1.91
"Centaurea nigra","Compositae","SOS186",4.32,2.03
"Centaurea nigra","Compositae","SOS186",4.7,2.03
"Centaurea nigra","Compositae","SOS186",4.83,2.03
"Centaurea nigra","Compositae","SOS186",4.45,1.78
"Centaurea nigra","Compositae","SOS225",3.68,1.65
"Centaurea nigra","Compositae","SOS225",3.3,2.41
"Centaurea nigra","Compositae","SOS031",4.06,2.16
"Centaurea nigra","Compositae","SOS136",4.45,1.78
"Centaurea nigra","Compositae","SOS031",3.56,2.29
"Centaurea nigra","Compositae","SOS225",3.81,1.91
"Centaurea nigra","Compositae","SOS225",4.19,1.91
"Centaurea nigra","Compositae","SOS031",4.57,1.91
"Centaurea nigra","Compositae","SOS031",4.45,1.78
"Centaurea nigra","Compositae","SOS031",3.68,1.78
"Centaurea nigra","Compositae","SOS136",4.06,2.16
"Centaurea nigra","Compositae","SOS136",5.33,1.78
"Centaurea nigra","Compositae","SOS031",3.94,1.65
"Centaurea nigra","Compositae","SOS186",4.45,1.91
"Centaurea nigra","Compositae","SOS031",3.94,1.65
"Centaurea nigra","Compositae","SOS031",3.94,1.65
"Centaurea nigra","Compositae","SOS031",5.21,1.91
"Centaurea nigra","Compositae","SOS031",3.68,1.91
"Centaurea nigra","Compositae","SOS225",3.81,2.16
"Centaurea nigra","Compositae","SOS225",3.81,1.65
"Centaurea nigra","Compositae","SOS225",3.56,2.16
"Centaurea nigra","Compositae","SOS225",3.68,1.65
"Centaurea nigra","Compositae","SOS225",3.56,1.91
"Centaurea nigra","Compositae","SOS225",4.32,2.16
"Centaurea nigra","Compositae","SOS225",4.19,1.78
"Centaurea nigra","Compositae","SOS225",3.18,2.16
"Centaurea nigra","Compositae","SOS136",3.94,1.27
"Centaurea nigra","Compositae","SOS136",5.08,2.03
"Centaurea nigra","Compositae","SOS136",4.06,1.65
"Centaurea nigra","Compositae","SOS225",3.43,1.91
"Centaurea nigra","Compositae","SOS186",4.45,2.03
"Centaurea nigra","Compositae","SOS186",4.45,2.29
"Centaurea nigra","Compositae","SOS225",4.19,1.78
"Centaurea nigra","Compositae","SOS136",3.94,1.91
"Centaurea nigra","Compositae","SOS031",3.81,2.29
"Centaurea nigra","Compositae","SOS031",4.06,1.52
"Centaurea nigra","Compositae","SOS225",3.81,1.78
"Centaurea nigra","Compositae","SOS225",4.32,1.78
"Centaurea nigra","Compositae","SOS225",3.56,1.4
"Centaurea nigra","Compositae","SOS225",4.19,2.67
"Centaurea nigra","Compositae","SOS136",3.81,1.78
"Centaurea nigra","Compositae","SOS136",4.7,1.52
"Centaurea nigra","Compositae","SOS186",4.7,1.91
"Centaurea nigra","Compositae","SOS031",4.19,1.65
"Centaurea nigra","Compositae","SOS186",4.7,2.29
"Centaurea nigra","Compositae","SOS136",4.7,2.92
"Centaurea nigra","Compositae","SOS136",5.08,2.29
"Centaurea nigra","Compositae","SOS031",3.68,1.4
"Centaurea nigra","Compositae","SOS186",4.45,2.03
"Centaurea nigra","Compositae","SOS186",4.83,2.03
"Centaurea nigra","Compositae","SOS186",4.83,2.41
"Centaurea nigra","Compositae","SOS186",4.06,1.4
"Centaurea nigra","Compositae","SOS031",4.19,1.65
"Centaurea nigra","Compositae","SOS136",4.7,2.79
"Centaurea nigra","Compositae","SOS225",4.95,2.29
"Centaurea nigra","Compositae","SOS186",4.7,2.16
"Centaurea nigra","Compositae","SOS136",4.32,2.41
"Centaurea nigra","Compositae","SOS136",4.7,2.67
"Centaurea nigra","Compositae","SOS186",4.57,1.91
"Centaurea nigra","Compositae","SOS186",4.32,3.18
"Centaurea nigra","Compositae","SOS186",4.45,2.16
"Centaurea nigra","Compositae","SOS136",4.19,2.16
"Centaurea nigra","Compositae","SOS136",4.32,1.65
"Centaurea nigra","Compositae","SOS031",4.06,1.91
"Centaurea nigra","Compositae","SOS031",4.06,1.91
"Centaurea nigra","Compositae","SOS031",4.83,1.78
"Centaurea nigra","Compositae","SOS136",4.32,1.91
"Centaurea nigra","Compositae","SOS031",4.57,1.65
"Centaurea nigra","Compositae","SOS136",5.46,2.03
"Centaurea nigra","Compositae","SOS136",4.32,1.65
"Centaurea nigra","Compositae","SOS031",3.94,2.03
"Centaurea nigra","Compositae","SOS186",4.7,2.29
"Centaurea nigra","Compositae","SOS186",4.45,2.54
"Centaurea nigra","Compositae","SOS031",3.68,1.52
"Centaurea nigra","Compositae","SOS031",3.94,1.91
"Centaurea nigra","Compositae","SOS186",4.7,2.03
"Centaurea nigra","Compositae","SOS136",3.81,1.65
"Centaurea nigra","Compositae","SOS136",4.45,2.16
"Centaurea nigra","Compositae","SOS136",4.06,2.54
"Centaurea nigra","Compositae","SOS136",4.45,1.78
"Centaurea nigra","Compositae","SOS031",3.94,2.41
"Centaurea nigra","Compositae","SOS186",4.32,2.16
"Centaurea nigra","Compositae","SOS136",4.06,1.52
"Centaurea nigra","Compositae","SOS186",4.45,2.16
"Centaurea nigra","Compositae","SOS225",3.43,2.03
"Centaurea nigra","Compositae","SOS136",5.08,2.16
"Centaurea nigra","Compositae","SOS136",5.72,2.67
"Centaurea nigra","Compositae","SOS225",3.81,2.16
"Centaurea nigra","Compositae","SOS186",4.19,2.03
"Centaurea nigra","Compositae","SOS225",3.68,2.03
"Centaurea nigra","Compositae","SOS031",4.57,2.03
"Centaurea nigra","Compositae","SOS136",4.19,1.78
"Centaurea nigra","Compositae","SOS136",4.45,2.16
"Centaurea nigra","Compositae","SOS031",3.43,1.65
"Centaurea nigra","Compositae","SOS186",4.57,2.29
"Centaurea nigra","Compositae","SOS186",4.83,2.16
"Centaurea nigra","Compositae","SOS186",3.81,1.91
"Centaurea nigra","Compositae","SOS186",4.83,1.91
"Centaurea nigra","Compositae","SOS031",4.45,2.03
"Centaurea nigra","Compositae","SOS136",4.45,1.78
"Centaurea nigra","Compositae","SOS136",4.95,2.16
"Centaurea nigra","Compositae","SOS186",4.95,2.92
"Centaurea nigra","Compositae","SOS225",4.32,1.52
"Centaurea nigra","Compositae","SOS225",4.19,1.65
"Centaurea nigra","Compositae","SOS225",3.68,1.78
"Centaurea nigra","Compositae","SOS136",3.81,1.78
"Centaurea nigra","Compositae","SOS031",4.06,1.78
"Centaurea nigra","Compositae","SOS186",4.57,2.79
"Centaurea nigra","Compositae","SOS031",3.43,1.91
"Centaurea nigra","Compositae","SOS136",3.94,2.03
"Centaurea nigra","Compositae","SOS136",4.32,2.41
"Centaurea nigra","Compositae","SOS225",3.94,1.78
"Centaurea nigra","Compositae","SOS186",4.19,2.16
"Centaurea nigra","Compositae","SOS136",4.83,2.16
"Centaurea nigra","Compositae","SOS225",3.56,2.03
"Centaurea nigra","Compositae","SOS225",3.81,1.91
"Centaurea nigra","Compositae","SOS225",3.43,1.52
"Centaurea nigra","Compositae","SOS031",4.45,1.91
"Centaurea nigra","Compositae","SOS031",4.7,1.78
"Centaurea nigra","Compositae","SOS136",4.32,1.65
"Centaurea nigra","Compositae","SOS186",4.7,2.41
"Centaurea nigra","Compositae","SOS186",4.32,1.91
"Centaurea nigra","Compositae","SOS186",4.57,1.91
"Centaurea nigra","Compositae","SOS225",3.3,1.78
"Centaurea nigra","Compositae","SOS136",4.95,2.03
"Centaurea nigra","Compositae","SOS225",3.56,2.03
"Centaurea nigra","Compositae","SOS225",3.68,1.4
"Centaurea nigra","Compositae","SOS136",4.45,2.16
"Centaurea nigra","Compositae","SOS136",3.56,1.78
"Centaurea nigra","Compositae","SOS136",4.06,1.91
"Centaurea nigra","Compositae","SOS136",3.18,2.67
"Centaurea nigra","Compositae","SOS136",4.06,1.02
"Centaurea nigra","Compositae","SOS136",4.32,1.65
"Centaurea nigra","Compositae","SOS136",3.94,1.52
"Centaurea nigra","Compositae","SOS225",3.94,1.65
"Centaurea nigra","Compositae","SOS225",4.57,2.16
"Centaurea nigra","Compositae","SOS225",4.06,1.65
"Centaurea nigra","Compositae","SOS225",3.56,1.4
"Centaurea nigra","Compositae","SOS225",3.94,1.91
"Centaurea nigra","Compositae","SOS031",4.7,1.91
"Centaurea nigra","Compositae","SOS225",4.7,2.29
"Centaurea nigra","Compositae","SOS136",4.32,2.03
"Centaurea nigra","Compositae","SOS136",4.83,2.03
"Centaurea nigra","Compositae","SOS225",3.94,1.78
"Centaurea nigra","Compositae","SOS225",3.56,2.54
"Centaurea nigra","Compositae","SOS136",3.68,2.54
"Centaurea nigra","Compositae","SOS136",4.19,1.78
"Centaurea nigra","Compositae","SOS136",3.68,2.41
"Centaurea nigra","Compositae","SOS225",3.94,2.29
"Centaurea nigra","Compositae","SOS031",4.57,2.03
"Centaurea nigra","Compositae","SOS136",4.57,1.78
"Centaurea nigra","Compositae","SOS225",3.81,1.65
"Centaurea nigra","Compositae","SOS225",3.68,1.91
"Centaurea nigra","Compositae","SOS136",4.7,1.91
"Centaurea nigra","Compositae","SOS225",3.18,1.91
"Centaurea nigra","Compositae","SOS225",3.94,2.16
"Centaurea nigra","Compositae","SOS136",4.06,1.78
"Centaurea nigra","Compositae","SOS136",4.19,1.78
"Centaurea nigra","Compositae","SOS225",3.94,1.78
"Centaurea nigra","Compositae","SOS136",4.7,2.29
"Centaurea nigra","Compositae","SOS136",4.06,1.91
"Centaurea nigra","Compositae","SOS136",4.45,2.03
"Centaurea nigra","Compositae","SOS136",4.83,1.78
"Centaurea nigra","Compositae","SOS136",4.32,2.03
"Centaurea nigra","Compositae","SOS136",5.33,2.16
"Centaurea nigra","Compositae","SOS136",4.19,2.41
"Centaurea nigra","Compositae","SOS225",3.05,1.91
"Centaurea nigra","Compositae","SOS136",4.83,2.03
"Centaurea scabiosa","Compositae","SOS187",7.24,3.43
"Centaurea scabiosa","Compositae","SOS187",5.97,3.05
"Centaurea scabiosa","Compositae","SOS187",5.97,2.67
"Centaurea scabiosa","Compositae","SOS187",7.24,2.79
"Centaurea scabiosa","Compositae","SOS187",6.86,3.43
"Centaurea scabiosa","Compositae","SOS187",6.48,2.41
"Centaurea scabiosa","Compositae","SOS187",5.59,2.67
"Centaurea scabiosa","Compositae","SOS187",7.11,3.05
"Centaurea scabiosa","Compositae","SOS187",6.1,2.79
"Centaurea scabiosa","Compositae","SOS187",7.37,3.68
"Centaurea scabiosa","Compositae","SOS187",6.35,2.92
"Centaurea scabiosa","Compositae","SOS187",6.86,3.81
"Centaurea scabiosa","Compositae","SOS187",6.48,3.05
"Centaurea scabiosa","Compositae","SOS187",7.24,3.05
"Centaurea scabiosa","Compositae","SOS187",7.62,2.92
"Centaurea scabiosa","Compositae","SOS187",6.35,2.79
"Centaurea scabiosa","Compositae","SOS187",5.97,2.54
"Centaurea scabiosa","Compositae","SOS187",6.48,3.56
"Centaurea scabiosa","Compositae","SOS187",7.11,3.43
"Centaurea scabiosa","Compositae","SOS187",6.48,2.67
"Centaurea scabiosa","Compositae","SOS187",6.99,2.67
"Centaurea scabiosa","Compositae","SOS187",5.84,3.3
"Centaurea scabiosa","Compositae","SOS187",6.6,2.92
"Centaurea scabiosa","Compositae","SOS187",6.73,3.94
"Centaurea scabiosa","Compositae","SOS187",6.22,3.18
"Centaurea scabiosa","Compositae","SOS187",5.59,3.68
"Centaurea scabiosa","Compositae","SOS187",6.99,3.81
"Centaurea scabiosa","Compositae","SOS187",6.35,3.3
"Centaurea scabiosa","Compositae","SOS187",6.99,3.56
"Centaurea scabiosa","Compositae","SOS187",5.72,2.67
"Centaurea scabiosa","Compositae","SOS187",6.35,2.54
"Centaurea scabiosa","Compositae","SOS187",6.35,2.79
"Centaurea scabiosa","Compositae","SOS187",6.35,3.05
"Centaurea scabiosa","Compositae","SOS187",6.22,2.41
"Centaurea scabiosa","Compositae","SOS187",6.1,3.43
"Centaurea scabiosa","Compositae","SOS187",6.6,3.43
"Centaurea scabiosa","Compositae","SOS187",6.1,2.03
"Centaurea scabiosa","Compositae","SOS187",6.35,3.05
"Centaurea scabiosa","Compositae","SOS187",6.35,2.92
"Centaurea scabiosa","Compositae","SOS187",6.73,3.94
"Centaurea scabiosa","Compositae","SOS187",6.86,3.18
"Centaurea scabiosa","Compositae","SOS187",6.99,2.67
"Centaurea scabiosa","Compositae","SOS187",6.22,2.79
"Centaurea scabiosa","Compositae","SOS187",7.11,3.3
"Centaurea scabiosa","Compositae","SOS187",6.86,3.56
"Centaurea scabiosa","Compositae","SOS187",6.73,2.92
"Centaurea scabiosa","Compositae","SOS187",6.73,3.81
"Centaurea scabiosa","Compositae","SOS187",5.97,2.92
"Centaurea scabiosa","Compositae","SOS187",6.86,2.92
"Centaurea scabiosa","Compositae","SOS187",5.72,3.18
"Centaurea scabiosa","Compositae","SOS187",6.73,3.3
"Centaurea scabiosa","Compositae","SOS187",6.1,2.54
"Centaurea scabiosa","Compositae","SOS187",6.48,2.92
"Centaurea scabiosa","Compositae","SOS187",6.86,2.79
"Centaurea scabiosa","Compositae","SOS187",6.6,3.05
"Centaurea scabiosa","Compositae","SOS187",6.6,2.67
"Centaurea scabiosa","Compositae","SOS187",6.22,2.54
"Centaurea scabiosa","Compositae","SOS187",6.48,4.32
"Centaurea scabiosa","Compositae","SOS187",6.86,3.56
"Centaurea scabiosa","Compositae","SOS187",6.6,3.56
"Centaurea scabiosa","Compositae","SOS187",6.6,2.54
"Centaurea scabiosa","Compositae","SOS187",6.22,2.54
"Centaurea scabiosa","Compositae","SOS187",6.73,2.67
"Centaurea scabiosa","Compositae","SOS187",6.48,2.92
"Centaurea scabiosa","Compositae","SOS187",6.73,3.18
"Centaurea scabiosa","Compositae","SOS187",6.99,3.56
"Centaurea scabiosa","Compositae","SOS187",6.6,3.81
"Centaurea scabiosa","Compositae","SOS187",6.6,3.05
"Centaurea scabiosa","Compositae","SOS187",6.99,3.68
"Centaurea scabiosa","Compositae","SOS187",7.24,2.92
"Centaurea scabiosa","Compositae","SOS187",6.48,2.16
"Centaurea scabiosa","Compositae","SOS187",6.6,2.79
"Centaurea scabiosa","Compositae","SOS187",6.48,2.29
"Centaurea scabiosa","Compositae","SOS187",6.35,3.94
"Centaurea scabiosa","Compositae","SOS187",6.6,2.92
"Centaurea scabiosa","Compositae","SOS187",6.22,3.43
